fund_name,company_name,country,sector_raw,borrower_type_raw,company_website,source_text,source_url,notes
ABC Fund,PEBCo,Benin,multi (financial services),,,"PEBCo is one of the largest agribusiness financiers in Benin, with an existing agribusiness portfolio of over EUR 11M. It is also the third largest SFD in the country, and has over 280,000 clients, over 57% of which are women. The company provides short- and long-term loans and microcredit but also collects deposits and savings from its clients. PEBCo’s growth over the past couple of decades has been driven by its expansion in rural Benin, with 50% of its clients being based in rural areas, and it is now one of the few SFDs in the country with at least one branch in each of Benin’s twelve provinces. Over the past four years, PEBCo has steadily increased the volume and size of agribusiness loans offered to individuals, and, especially, to groups and cooperatives of farmers. As of December 2022, the number of rural borrowers of PEBCo is 26,973, of whom 71% are women. The rural portfolio represents 74% of the total loan portfolio of the institution, while the agri-portfolio represents 49%.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,Success for People,Ghana,multi (financial services),,,"Success for People (SfP) is a Ghana-based Tier 2 deposit taking microfinance institution offering credit and savings opportunities to small and micro enterprises, groups and individuals with a special focus on smallholder farmers and women groups who have been excluded from the formal banking system. The Institution is also committed to building the capacity of entrepreneurs through training. The majority (83%) of its clients are women and 73% of its borrowers are between the ages of 24 and 35. SfP has been supported by AGRA to develop a ‘Goods Receipt Note’ product allowing farmers to store their produce in a warehouse and sell it when prices are better through the Ghana Commodity Exchange or on the spot market.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,Finamiga,Colombia,multi (financial services),,,"Established in 2014, Finamiga has been the fastest growing microfinance institution in Colombia for the past two years. Operating in 146 municipalities, among which 38 are post-conflict zones, it has disbursed more than 30,000 loans, and has more than 10,000 active clients. As a double bottom line institution, Finamiga designs its products with a central emphasis in strengthening microbusiness and rural agriculture initiatives through productive credit loans.As of December 2022, the company is supporting 3,557 smallholder farmers with its products and services, including 40% women farmers and 44% young people. Finamiga’s clients come from diverse socioeconomic backgrounds with 32% of them living in vulnerable conditions and 9.8% in extreme poverty based on the Poverty Probability Index (PPI) Survey which is applied in every loan. Finamiga’s loans allow farmers and rural clients to increase their incomes by helping them gain efficiencies in transportation costs and distribution, enabling them to use the funds as working capital to acquire supplies for their crops, as well as increasing their capability to invest in land.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,UNACREP,Benin,multi (financial services),,,"Union Nationale des Caisses Rurales d’Epargne et de Prêt (‘UNACREP’)is a microfinance institutionbased in Benin, West Africa.UNACREP provides short- and long-term loans and microcredits to its members, collects deposits and savings from its members and clients and trains and builds capacity of its members. Over the past two decades, it has built a network of over 130,000 members, four of ten of whom are women. Nearly half (48%) of its borrowers are women and women-led groups. It is headquartered in Porto Novo, the capital of Benin, and has 65 branches and outlets spread around the country.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,CIDRE,Bolivia,multi (financial services),,,"Centro de Investigación y Desarrollo Regional (‘CIDRE IFD’)is a microfinance institution which provides financial solutions helping to improve the lives of thousands of farmers and their families in rural Bolivia. It has more than 40 years’ experience with microcredit and commercial loans, reaching more than 20,000 clients across Bolivia through 30 branches. This distribution enables CIDRE IFD to serve almost 80% of municipalities in Bolivia.The organization is the fourth financial institution in terms of loan portfolio in Bolivia and is the second largest lender for the agricultural sector. Its typical clients are small producers and farmers, with nearly one in five (18%) below the national poverty line and almost 40% of clients being women.CIDRE IFD has developed tailored solutions such as allowing farmers to present “non-conventional collateral” such as cattle, final products and machinery. This collateral has ensured financial access to those who are not in a position to secure a mortgage against their assets, or to those who are neglected by traditional banks in Bolivia. An average loan size is around USD 5,200 with average duration of 76 months.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,Mali Shi,Mali,shea butter,,,"Mali Shi is a shea butter processor based in the surroundings of Bamako, Mali. Mali Shi is the first operational industrial shea butter processing plant in Mali. It produces unrefined shea butter, which is used for the food and cosmetics industries. The company plays a crucial role in the value chain, sourcing its raw materials locally and promoting local transformation into shea butter. Shea collection is an important source of income for rural communities in Mali, especially for women.Mali Shi procures raw shea nuts from women cooperatives and individual collectors based mainly in Sikasso, Ségou, Kayes and Koulikoro regions. The company also procures from local shea traders. Mali Shi seeks to structure a stronger direct supply network and reduce dependency on local traders.Currently, Mali Shi employs 106 people, of whom 72% are youth.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,Bio Amandes,Côte d’Ivoire,shea butter,,,"Bio Amandes is a shea butter processor basedin the northern region of Côte d’Ivoire. Bio Amandes is the only industrial processor of the shea sector in Côte d’Ivoire, involved in both locally sourcing and producing shea butter. Through its operations, the company adds value to this sector, employs a local workforce, and sources raw materials directly from 7,300 women.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,Kaworo,Burkina Faso,Produces grains and seeds,,,"Kaworo is a producer of grains (mainly maize, millet, sesame, cowpeas and sorghum) and seeds for sale locally. Kaworo’s mission is to create jobs through the development of agricultural activities in its areas of intervention. Kaworo began operations in 1981 with 7 hectares of land. The company is headquartered in Dedougou, western part of Burkina Faso. It produces the grains and seeds on its own farm and through its outgrower scheme. When the demand for its produce exceeds the supply from its farms and the outgrower scheme, it buys from other smallholder farmers outside its outgrower network to meet the demand. Under its outgrower scheme, Kaworo provides smallholder farmers with farming inputs (seeds, fertiliser, pesticides and weedicides) and mechanisation services on credit. The cost of the services is deducted from the farmers proceeds upon sales. The scheme currently has 525 outgrowers of which 28% are women and 40% are youth. The total land under cultivation by outgrowers is 1,500 Hectares. In 2019/2020, Kaworo managed to produce a total of 1 753 tons of cereals.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,EtablissementYaffa&Frères,Mali,Mango exporter,,,"EtablissementYaffa et Frères (EYF) is one of the largest local fresh mangos exporters in Mali, and is the only company in Mali to deliver mangos directly from its packing facility to supermarkets by air freight. Its export destinations include Europe (France, Belgium, Holland, Switzerland and Germany), Maghreb, and Central Africa. The company also trades imported fish and local chicken off-season. These activities represent 10% of the company’s revenue. EYF is a member of COLEACP and as such, has benefited from technical assistance on management and certification to meet EU export specifications. EYF only purchases GLOBAL GAP and GRASP certified mangoes.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,ROCFED,Côte d’Ivoire,Mango producer,,,"ROCFED is a fresh mango exporter based in the Northern region of Côte d’Ivoire. The company buys local fresh mangoes, and exports them to European markets. The company sources mangoes directly from smallholder farmers and through the intermediary of aggregators. ROCFED is certified by GLOBAL GAP, GRASP, and Rain Forest Alliance.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,Apollo,Kenya,Multi (financial services),,,"Apollo is a Kenyan ag-tech which uses machine learning and automated operations technology to help small scale farmers access the resources they need to maximise their profitability. Apollo provides an optimised bundle for farmers that includes financing, farming inputs, advice and insurance. Apollo’s vertically integrated digital approach leverages machine learning and satellite data to service customers throughout the entire lifecycle, from acquisition, to credit decisions, and finally, collecting repayments. Apollo acquires customers through a variety of digital marketing channels, and onboards them through their network of field agents, which currently numbers more than 1,200 across Kenya. These agents use Apollo’s mobile app and software to onboard farmers, including collecting the GPS boundaries of their fields. Apollo then uses machine learning models to evaluate customer credit worthiness. Once approved, the farmer receives a voucher code via SMS to redeem at one of Apollo’s 350+ agro-dealer distribution partners in Kenya, who use Apollo software to manage last-mile distribution. The farmer is provided with seeds and fertilizer, instead of cash, and pays back the loan via mobile payments after harvest. The majority of Apollo’s customers farm maize, Africa’s most abundant staple food crop, but Apollo is building on previously run pilots to launch new crops and products that can enable a shift from subsistence maize farming to more profitable, commercial farming.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,ECOOKIM,Côte d’Ivoire,Cocoa,,,"The Enterprise Cooperative Kimbe (“Ecookim”) is a union of cooperatives established in 2004 in Côte d’Ivoire. Currently, Ecookim is composed of 29 cooperatives located in rural communities across 12 different provinces, mainly in the Western and Southern region of the country.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,FACTS,"Kenya, Uganda",multi (financial services),,,"FACTS Advance BV provides short-term supply chain financing solutions for SMEs, agribusinesses and entrepreneurs, primarily in Kenya and Uganda.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,SOCAK KATANA,Côte d’Ivoire,Cocoa,,,"Socak Katana is a cocoa cooperative based in Côte d’Ivoire and engages over 2,700 members from the three West Ivorian regions of Guemon, Cavally and Tonkpi.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,CABF,Côte d’Ivoire,Cocoa,,,"CABF is a cocoa cooperative located in Zégban in the Southern Region of Côte d’Ivoire. The cooperative started in 2004 with only 127 cocoa members, and has grown to over 2,800 farmer members. Out of them, 62% are cocoa and rubber producers and 38% are cashew nut producers.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,Dragon Farming,Ghana,Soya,,,"Dragon Farming provides innovative and environmentally sustainable products to satisfy the nutritional needs of farmed animals, especially poultry and tilapia,in Ghana and beyond. Dragon Farming processes raw soya beans into soya bean meal, full fat soya and soya oil.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,Anatrans,Burkina Faso,Cashew nuts,,,"ANATRANS is a raw cashew nuts processor based in Burkina-Faso. The company purchases raw cashew nuts from a network of farmer groups and cooperatives before sorting, drying, shelling, packaging and selling the processed products to export markets.",https://agri-business-capital.com/ourinvestments.html,
ABC Fund,INSOTEC,Ecuador,multi (microfinance services),,,"INSOTEC provides micro-credits to companies in the agricultural sector, in particular smallholder farmers, to improve financial inclusion among low-income or vulnerable households.",https://agri-business-capital.com/ourinvestments.html,
Huruma,Finexpar,Paraguay,,,finexpar.com.py,"Finexpar is a solid financial Institution in Paraguay, founded in 1989 and regulated by the Central Bank since then. Since 2012, it has transformed from a small family business to a leader financial institution, managed by a team of highly recognized banking professionals.",https://fondohuruma.com/en/finexpar/,
Huruma,Cresol,Brazil,,,cresol.com.br,"The Cresol System was established in 1996 in the state of Paraná, southern Brazil, as an attempt to provide credit and other financial and non-financial services to smallholder farmers in the region. With over EUR 1,500 million in assets, Cresol is the third largest cooperative group in Brazil.",https://fondohuruma.com/en/cresol/,
Huruma,Babban Gona,Nigeria,,,babbangona.com,"Babban Gona is an Agribusiness in northern Nigeria that serves farmers in small groups, providing them with financing, high-quality inputs, training and market sales. In combination, these services help maize farmers reduce risk and increase their incomes.",https://fondohuruma.com/en/babban-gona/,
Huruma,ProCredito,Mexico,,,procredito.com.mx,"ProCredito is a non-regulated financial company in Mexico (SOFOM) focused on serving the semi-formal SME through business loans (working capital and fixed assets) with an average loan size of EUR 28,000. It is the spin-off of ProCredit Mexico, founded by ProCredit Holding (which operates financial institutions in Eastern Europe and Latin America). It was established in Mexico in 2007 through an investment by the IADB and DOEN (Dutch Lottery Foundation) to promote SME lending.",https://fondohuruma.com/en/procredito/,
Huruma,MEGA,Mexico,,,gfmega.com/en,"MEGA is an independent leasing company in Mexico, founded in 2003 and has been regulated by the CNMV and Banxico since 2016",https://fondohuruma.com/en/mega/,
Huruma,CAURIE,Senegal,,,caurie-mf.com,"CAURIE was created in 1999 as a Microfinance Program between CRS1 and Caritas Senegal, becoming a supervised savings & credit cooperative in 2009. In less than 23 years, it has become the leading Microfinance Institution in social innovation (>85,000 borrowers), developing a unique “Village Banking (BVL)” group methodology to reach vulnerable women (87% borrowers; 44% live in poverty) in remote rural areas (63% clients) across 13 of 14 regions in Senegal.",https://fondohuruma.com/en/caurie/,
Huruma,Microserfin,Panama,,,microserfin.com,"Microserfin, a leading microfinance institution that is part of the BBVA Microfinance Foundation, focuses on financial inclusion of the most vulnerable microentrepreneurs in Panama. The institution offers productive loans, as well as microinsurance, financial literacy, technical assistance and health services.",https://fondohuruma.com/en/microserfin/,
Huruma,CFE,Panama,,,cfe.com.pa,"Centro Financiero Empresarial (CFE) is one of the most inclusive MFIs in Panama, providing financial products to MSMEs and entrepreneurs at the base of the economic pyramid, the missing middle, in a country with a very fragmentated and underpenetrated microfinance market. CFE was founded in 2009 and has identified agricultural financing as the key to effectively fulfilling underserved farmers’ needs.",https://fondohuruma.com/en/cfe/,
Huruma,WayCool,India,,,waycool.in,"WayCool Foods is one of India’s largest and fastest growing agribusiness companies. Focused on food development and distribution, the company leverages innovative technology to scale and manage the complex agricultural supply chain from cultivation to sale.",https://fondohuruma.com/en/waycool/,
Huruma,Pahal,India,,,pahalfinance.com,"Pahal is a Microfinance Institution (MFI) that provides loans to low-income households with a strong outreach to women and farmers. Launched in 2011, it is currently present in 7 states of central India with a network of 201 branches and high penetration potential. In 10 years, it has supported more than 800,000 households in marginalised communities.",https://fondohuruma.com/en/pahal/,
Huruma,Crecer,Bolivia,,,crecerifd.bo,"CRECER is a Bolivian IFD (Development Finance Institution) with more than 20 years of experience, focused on offering financial products to improve the quality of life of women and their families. It is the second largest institution in Bolivia by number of clients and serves the poorest areas. It also offers free trainings in financial education, technology, and cervical cancer prevention. In 2021, Crecer will begin to offer savings products and short-term deposits.",https://fondohuruma.com/en/crecer/,
Huruma,Pro Mujer,Bolivia,,,promujer.org.bo,"Pro Mujer Bolivia, as part of the Pro Mujer microfinance network, has been serving low-income, self-employed women all over the country for more than 30 years. Pro Mujer mainly offers community lending products, supporting and empowering women with small loans, while providing health and education services.",https://fondohuruma.com/en/pro-mujer/,
Huruma,Alternativa,Peru,,,alternativa.com.pe,"Alternativa’s origins date back to 1992 from a project launched by the Chamber of Commerce of Lambayeque and the Inter-American Development Bank to boost the development of micro and small enterprises. Edpyme Alternativa has focused on building a strong rural presence, aiming to provide formal financing solutions to unbanked communities in remote areas of Northern Peru.",https://fondohuruma.com/en/alternativa/,
Huruma,Norandino,Peru,,,coopacnorandino.com,"Cooperativa de Ahorro y Crédito (COOPAC) Norandino is a regulated savings & credit cooperative founded in 2005 under the initiative of 24 organized farmers from the coffee segment and 3 coffee cooperatives, under the motto “For farmers, by farmers”, which it continues to adhere to today.",https://fondohuruma.com/en/norandino/,
Huruma,INSOTEC,Ecuador,,,insotec-ec.com,"INSOTEC is a leading microfinance NGO with nearly 40 years’ experience and family business roots, working to reach the most vulnerable population and smallholder farmers in Ecuador.",https://fondohuruma.com/en/insotec/,
Huruma,FACES,Ecuador,,,faces.org.ec,"Founded in 1991, Fundación de Apoyo Comunitario y Social del Ecuador (FACES) is one of the largest microfinance institutions (NGO) in Ecuador, with the mission to contribute to the fight against poverty and unemployment in Ecuador by supporting microentrepreneurs with financial and technical resources.",https://fondohuruma.com/en/faces/,
Kampani,African Mushroom Growers,Uganda,Mushrooms,,,"African Mushroom Growers (AMG) is a Ugandan SME specializing in the cultivation, production, and distribution of mushrooms and mushroom-based products. Founded in 2012 by Abel Kiddu, AMG traces its origins to a family story: inspired by his mother's training in mushroom farming, Mr. Kiddu began cultivating mushrooms as a way of generating income. Over the years, AMG has established itself as a recognized player in Uganda's mushroom sector.",https://www.kampani.org/portfolio,
Kampani,Ahonto,Ivory Coast,Cocoa,,,Ahonto is a cocoa cooperative in Ivory Coast. The investment from Kampani supports their processing and marketing capabilities. They work with local farmers to improve yields and sustainability.,https://www.kampani.org/portfolio,
Kampani,Amaati,Ghana,Fonio (grain & flower),,,"Amaati is a Ghanaian social enterprise whose mission is to build sustainable communities through the use of the Fonio grain, which nourishes the land, the people and society. Amaati uses the triple-bottom line approach to support landless vulnerable women in rural Savanah to revive an extinct and a neglected crop called Fonio, on marginal lands. The cultivation of Fonio and other crops supports land regeneration, and also serves as a source of income.",https://www.kampani.org/portfolio,
Kampani,Bio Phyto,Benin,Organic Agricultural Inputs,,,"Bio Phyto is a company based in Benin that produces and commercialises organic fertilisers and pesticides. It is located in Allada, 50km north of Cotonou. Currently, the company employs 52 people and sources its raw material from over 2,000 smallholder farmers. Bio Phyto's organic inputs are specifically designed to increase the yields of all crops.",https://www.kampani.org/portfolio,
Kampani,Byeffe Foods Ltd,Uganda,Agro-composite porridge flours,,,Byeffe Foods is a food processing company in Uganda specializing in nutrient-dense porridge flours. Their mission is to tackle malnutrition while providing a stable market for local farmers. The company focuses on value addition for crops like pumpkins and millet.,https://www.kampani.org/portfolio,
Kampani,COOKKANZ,DRC,Speciality coffee and cocoa diversification,,,COOKKANZ is a cooperative based in the Democratic Republic of Congo focused on coffee and cocoa. They aim to diversify the income of smallholder farmers through improved processing. The cooperative plays a vital role in providing access to international markets.,https://www.kampani.org/portfolio,
Kampani,East Africa Fruit Company,Tanzania,Fruit and vegetables,,,East Africa Fruit Company is a Tanzanian social enterprise that builds a tech-enabled supply chain. They work directly with smallholder farmers to reduce post-harvest losses and increase income. The company distributes fresh produce to formal and informal retailers in urban centers.,https://www.kampani.org/portfolio,
Kampani,EasyHatch,Rwanda,Poultry,,,EasyHatch is a Rwandan hatchery business that provides quality day-old chicks to local farmers. They address the lack of reliable poultry inputs in the region to bolster food security. The company offers technical support to ensure the success of their farmer partners.,https://www.kampani.org/portfolio,
Kampani,Greenfield Agricultural Services,Ghana,"Cocoa, Agricultural Inputs",,,Greenfield Agricultural Services is a Ghanaian company providing essential inputs to cocoa farmers. They supply fertilizers and pesticides to improve crop health and yields. The business model integrates input supply with farmer training and support.,https://www.kampani.org/portfolio,
Kampani,Mambo Coffee Company Ltd,Tanzania,Coffee,,,Mambo Coffee is a Tanzania-based exporter of specialty Arabica coffee. They work with thousands of smallholder farmers to ensure high-quality production standards. The investment supports their processing capacity and market expansion.,https://www.kampani.org/portfolio,
Kampani,Mujuni,Uganda,Dairy/ Milk products,,,"Mujuni is a dairy processor in Uganda focused on high-quality milk products. They source milk from smallholder farmers, providing them with a reliable and fair market. The company aims to increase local dairy production and processing standards.",https://www.kampani.org/portfolio,
Kampani,OEL,Kenya,Macadamia nuts,,,Orient Enterprises Limited (OEL) is a Kenyan processor of macadamia nuts for the export market. They work with a network of smallholder farmers to source raw nuts. The company is investing in modern processing equipment to improve quality and efficiency.,https://www.kampani.org/portfolio,
Kampani,OJA,Benin,Pineapple,,,OJA is a pineapple processor in Benin focused on value-added products like juice and dried fruit. They support local farmers by providing a stable market for their produce. The company aims to formalize the pineapple value chain in the region.,https://www.kampani.org/portfolio,
Kampani,SCAMED,Ivory Coast,Cocoa,,,SCAMED is a cocoa cooperative in Ivory Coast that focuses on sustainable production. They provide training and inputs to their members to improve cocoa quality. The investment supports their logistical and marketing operations.,https://www.kampani.org/portfolio,
Kampani,SCOOPANAB,Ivory Coast,Cocoa,,,SCOOPANAB is a large-scale cocoa cooperative in Ivory Coast. They aim to improve the livelihoods of their farmer members through direct market access. The company is investing in warehousing and transportation infrastructure.,https://www.kampani.org/portfolio,
Kampani,Sommalife,Ghana,Shea nuts,,,Sommalife is a Ghanaian social enterprise focused on the shea nut value chain. They work primarily with women collectors to improve their income and processing methods. The company uses technology to trace products and ensure fair trade practices.,https://www.kampani.org/portfolio,
Kampani,SOPROCOPIV,Congo DRC,"Cocoa, Coffee, Cinchona",,,SOPROCOPIV is a multi-crop cooperative in the North Kivu region of the DRC. They specialize in the export of organic coffee and cocoa. The cooperative plays a critical role in providing economic stability in a conflict-affected area.,https://www.kampani.org/portfolio,
Kampani,SPF,Rwanda,Seed potato,,,SPF (Seed Potato Fund) is a Rwandan company dedicated to the production of high-quality seed potatoes. They address a critical bottleneck in the potato value chain by ensuring farmers have access to healthy seeds. The company works closely with research institutions and farmer groups.,https://www.kampani.org/portfolio,
Kampani,Swatini,Kenya,Macadamia,,,Swatini is a Kenyan agro-processor specializing in macadamia nuts. They source directly from thousands of small-scale farmers across Kenya. The investment from Kampani supports their expansion into global markets.,https://www.kampani.org/portfolio,
Kampani,UPAS,Ivory Coast,Cocoa,,,UPAS is a cocoa cooperative in Ivory Coast committed to sustainable and fair production. They provide technical assistance to farmers to increase their productivity. The cooperative focuses on strengthening its internal management and marketing systems.,https://www.kampani.org/portfolio,
Kampani,UNERIZ,Burkina Faso,Rice,,,UNERIZ is a union of rice producers in Burkina Faso. They focus on processing local paddy rice into high-quality milled rice for the domestic market. The investment supports their milling capacity and quality control measures.,https://www.kampani.org/portfolio,
Kampani,Vert,Kenya,Fresh vegetables,,,"Vert is a Kenyan exporter of fresh vegetables, including green beans and peas. They manage an extensive network of smallholder farmers to ensure a year-round supply. The company is a pioneer in implementing international food safety standards in Kenya.",https://www.kampani.org/portfolio,
Kampani,Yayra Glover,Ghana,Banana/ Plantains,,,Yayra Glover is a Ghanaian social enterprise focused on organic cocoa and fruit production. They are expanding their operations into organic banana and plantain production for export. The company is known for its strong commitment to environmental sustainability.,https://www.kampani.org/portfolio,
Kampani,Yeyasso,Ivory Coast,Cocoa & Chocolate,,,Yeyasso is a cocoa cooperative in Ivory Coast that has moved up the value chain into chocolate production. They empower their members by processing their own cocoa beans into finished products. The company focuses on the premium and artisanal chocolate market.,https://www.kampani.org/portfolio,
Kampani,Agropia,Peru,Native potatoes & chips,,,Agropia is a Peruvian cooperative of smallholder farmers in the Andes. They specialize in the production and processing of native potatoes into organic chips. The cooperative promotes the conservation of potato biodiversity while increasing farmer income.,https://www.kampani.org/portfolio,
Kampani,APASEM,Peru,Ginger & Turmeric,,,"APASEM is a Peruvian association of producers focused on organic ginger and turmeric. They export high-quality products to international markets, primarily in Europe and North America. The investment supports their processing facility and certification efforts.",https://www.kampani.org/portfolio,
Kampani,COOSEMPODA,Nicaragua,Vegetables & Coffee,,,COOSEMPODA is a multi-sector cooperative in Nicaragua producing vegetables and coffee. They provide their members with technical training and access to collective marketing. The cooperative aims to build resilient farming systems for smallholder producers.,https://www.kampani.org/portfolio,
Kampani,FACES Microfinanzas,Ecuador,Multi-crop/ Livestock,,,FACES is a microfinance institution in Ecuador that provides credit and technical assistance to rural entrepreneurs. They focus on supporting small-scale farmers involved in livestock and various crops. The investment from Kampani strengthens their agricultural lending portfolio.,https://www.kampani.org/portfolio,
Kampani,FECCEG,Guatemala,"Coffee, Honey, Panela",,,"FECCEG is a federation of smallholder cooperatives in Guatemala. They produce specialty coffee, organic honey, and whole brown sugar (panela) for export. The federation is committed to social inclusion and economic empowerment for indigenous farmers.",https://www.kampani.org/portfolio,
Kampani,Najil Cab,Mexico,Honey,,,Najil Cab is a Mexican company specializing in the production and export of high-quality organic honey. They work with Mayan beekeepers in the Yucatan Peninsula to preserve traditional practices. The company provides a direct link to international specialty markets.,https://www.kampani.org/portfolio,
Kampani,Norandino,Peru,"Coffee, Cocoa, Panela",,,Norandino is a major Peruvian cooperative known for its high-quality coffee and cocoa exports. They have a strong focus on fair trade and organic certification. The investment from Kampani supports their processing infrastructure and farmer outreach programs.,https://www.kampani.org/portfolio,
Kampani,Sanchirio Palomar,Peru,Coffee,,,Sanchirio Palomar is a coffee cooperative in Peru's Chanchamayo province. They produce specialty Arabica coffee for the global market. The cooperative is investing in improved drying and milling facilities to increase product value.,https://www.kampani.org/portfolio,
Kampani,Cassia Coop,Indonesia,Cinnamon & spices,,,Cassia Coop is an Indonesian company focused on the sustainable production of cassia cinnamon. They work directly with thousands of smallholder farmers in Sumatra. The company operates its own processing center to ensure transparency and quality.,https://www.kampani.org/portfolio,
Kampani,Tun Yat,Myanmar,Agri-machinery rental,,,Tun Yat is a technology-driven agricultural service provider in Myanmar. They offer a rental platform for tractors and harvesters to smallholder farmers who cannot afford their own machinery. The company aims to mechanize small-scale farming to increase efficiency and yields.,https://www.kampani.org/portfolio,
MCE,4 de Octubre,Ecuador,Microfinance,FSP,https://www.4deoctubre.net,"4 de Octubre is a female-led savings and loans cooperative established in Ecuador in 1998 with over 7,000 borrowers.",https://www.mcesocap.org/portfolio-list#list,
MCE,A Call to Business,Sierra Leone,Microfinance,FSP,http://acalltobusiness.co.uk/sierra-leone,"A Call to Business (ACTB) Savings and Loan is a microfinance institution in Sierra Leone that provides financial services to low-income populations in urban and peri-urban areas. ACTB targets small, medium, and micro-traders and entrepreneurs through its primary product, the small and very small enterprise loan.",https://www.mcesocap.org/portfolio-list#list,
MCE,ADICLA,Guatemala,Microfinance,FSP,https://www.adicla.org.gt,"ADICLA is a Guatemalan financial service provider that that supports the low-income population, serving primarily women and rural micro borrowers.",https://www.mcesocap.org/portfolio-list#list,
MCE,ADIGUA,Guatemala,Microfinance,FSP,https://www.adigua.org,"ADIGUA is a microfinance organization supporting entrepreneurs in central and western Guatemala, with a focus on smallholder farmers and women’s groups.",https://www.mcesocap.org/portfolio-list#list,
MCE,ADISA,Guatemala,Microfinance,FSP,https://adisa.org.gt,"Founded in 1991  by a group of local community leaders, Asociación para el Desarrollo Integral de San Antonio llotenango (“ADISA”) is a non profit financial service provider serving women micro entrepreneurs in the Guatemalan province of Quiché. Their mission is to provide timely, specialized and competitive financial and non-financial services promoting rural development that contributes to increasing income and improving the quality of life of borrowers and their families.",https://www.mcesocap.org/portfolio-list#list,
MCE,ADRA,Peru,Microfinance,FSP,https://www.adra.org.pe/,"ADRA Peru is a subsidiary of the Adventist Development and Relief Agency (ADRA) International, a global humanitarian agency with the purpose of promoting social and economic development. ADRA Peru offers mainly village-banking loans to its clients with the goal of enhancing the socio-economic development of its borrowers and to improve their living conditions and self-esteem through additional services.",https://www.mcesocap.org/portfolio-list#list,
MCE,AgriEvolve,Uganda,Agriculture Value Chain,SGB,https://agrievolve.com/,"AgriEvolve, an agricultural Small and Growing Business (SGB), is a coffee processor and exporter based in Western Uganda that provides a fully integrated, end to end operation to smallholder farmers that simplifies the complex coffee chain. AgriEvolve was celebrated as an outstanding performer in the region by 60Decibels in 2025, and 51% of the smallholder famers it serves are women.",https://www.mcesocap.org/portfolio-list#list,
MCE,Agro & Social Fund,Albania,Microfinance,FSP,https://asf.al/en/,"Agro & Social Fund (ASF) is an Albanian financial institution with a mission to support groups that are traditionally excluded from the formal banking sector, like women, Roma communities, and the underbanked, in regions across Albania. Of the individuals comprising the management team at ASF, 83% are women.",https://www.mcesocap.org/portfolio-list#list,
MCE,Aldea Global,Nicaragua,Agriculture Value Chain,SGB,https://aglobal.org.ni,"Aldea Global is a Nicaraguan association whose key activity is the sourcing and exporting of premium coffee from small-scale farmers to buyers in Europe and North America. In addition, Aldea Global provides microfinance services, access to high-quality inputs, technical assistance and certification support to its associates.",https://www.mcesocap.org/portfolio-list#list,
MCE,Agora Microfinance Zambia,Zambia,Microfinance,FSP,https://www.amz.co.zm,"Agora Microfinance Zambia is a microfinance institution dedicated to serving low-income, rural households in Zambia with appropriate financial products.",https://www.mcesocap.org/portfolio-list#list,
MCE,Amazonas,Bolivia,Agriculture Value Chain,SGB,N/A,"Amazonas is a Bolivian Brazil nut company that sources nuts from rural collectors, processes them, and ships to buyers in the US and Europe. Amazonas has strong gender and environmental impacts—women account for the majority of company leadership, and Brazil nut production creates an alternative to unsustainable and illegal economic activities such as mining and timber.",https://www.mcesocap.org/portfolio-list#list,
MCE,Arariwa,Peru,Microfinance,FSP,https://arariwa.org.pe/,"Arariwa is a rural-focused non-profit financial institution operating in Peru's Cusco region for more than 35 years. Arariwa maintains a strong focus on the vulnerable populations of Peru, reaching these groups through village banking methodology. All village banking clients receive financial education, and of the clients, 73% are women and 54% are rural.",https://www.mcesocap.org/portfolio-list#list,
MCE,Arnur Credit,Kazakhstan,Microfinance,FSP,https://arnurcredit.kz,Arnur Credit mainly serves farmers and household plot owners and entrepreneurs in southern Kazakhstan. The majority of its borrowers live in rural areas and make a living from agriculture. The institution has flexible products tailored  to the needs of those populations and a wide network of offices to cover far away villages where employment opportunities are limited. MCE was one of the first MIVs to lend to the institution in 2010.,https://www.mcesocap.org/portfolio-list#list,
